"","ID","title","description","streetaddress","city","state","amenityfeatures","type","unclear_address","Year","cruisy","full.address","latitude","longitude"
"38","3846","Dominique ",NA,"20 Allen St. ","Buffalo","NY","(OC),(D),(*)","Bars/Clubs",NA,1986,"FALSE","20 Allen St. , Buffalo, NY",42.899192,-78.8708405
"39","3847","Emma Feminist Book Store",NA,"168 Elmwood Ave.","Buffalo","NY",NA,"Book Store",NA,1986,"FALSE","168 Elmwood Ave., Buffalo, NY",42.9015867,-78.8773075
"40","3848","Gay & Lesbian Comm. Center ","(716) 886-1274","647 W. Delavan ","Buffalo","NY",NA,"Community Center/ Support Group",NA,1986,"FALSE","647 W. Delavan , Buffalo, NY",42.9220547,-78.8753288
"41","3849","Greenfield Street",NA,"25 Greenfield St.","Buffalo","NY","(M),(R)","Restaurant",NA,1986,"FALSE","25 Greenfield St., Buffalo, NY",42.9364774,-78.8433262
"42","3850","M.C. Compton's ","(Disco) ","1239 Niagara St. ","Buffalo","NY","(L),(D),(*)","Bars/Clubs",NA,1986,"FALSE","1239 Niagara St. , Buffalo, NY",42.9175682,-78.8988951
"43","3851","New Morgan Turkish Baths",NA,"655 Main St. ","Buffalo","NY","(IGHC),(*)","Bathhouses",NA,1986,"FALSE","655 Main St. , Buffalo, NY",42.8918053,-78.8720732
"44","3852","Rosy's Rum & Rations","(Some L) ","486 Elmwood Ave.","Buffalo","NY","(M),(L),(PT)","Bars/Clubs",NA,1986,"FALSE","486 Elmwood Ave., Buffalo, NY",42.9103027,-78.8773923
"45","3853","Talk Leaves","(Books, etc.) ","3144 Main St.","Buffalo","NY",NA,"Book Store",NA,1986,"FALSE","3144 Main St., Buffalo, NY",42.95033065,-78.8272020148447
"46","3854","Villa Capri ","(Disco) (Some YC, W, SM) ","926 Main St. ","Buffalo","NY","(D),(YC),(W),(SM),(*)","Bars/Clubs",NA,1986,"FALSE","926 Main St. , Buffalo, NY",42.8990959,-78.8702674
"47","3855","Allentown ","area (Elmwood & Allen) ",NA,"Buffalo","NY","Cruisy Area","Cruising Areas","checked",1986,"TRUE","NA, Buffalo, NY",42.92530645,-78.903305861114
"48","3856","Hitch-hikers ","on Elmwood betw. North & Bryant",NA,"Buffalo","NY","Cruisy Area","Cruising Areas","checked",1986,"TRUE","NA, Buffalo, NY",42.92530645,-78.903305861114
"49","3857","La Salle Park",NA,NA,"Buffalo","NY","Cruisy Area,(AYOR)","Cruising Areas","checked",1986,"TRUE","NA, Buffalo, NY",42.92530645,-78.903305861114
"50","3858","Statler Hotel ","T-Room",NA,"Buffalo","NY","Cruisy Area","Cruising Areas,Hotel","checked",1986,"TRUE","NA, Buffalo, NY",42.92530645,-78.903305861114
"51","3859","State U. of N.Y. at Buffalo","Norton Union T-Room",NA,"Buffalo","NY","Cruisy Area","Cruising Areas","checked",1986,"TRUE","NA, Buffalo, NY",42.92530645,-78.903305861114
"52","3860","U. of Buffalo ","Harriman Hall basement T-Room",NA,"Buffalo","NY","Cruisy Area","Cruising Areas","checked",1986,"TRUE","NA, Buffalo, NY",42.92530645,-78.903305861114
"53","3861","U. of Buffalo ","Crosby Hall Basement T-Rooms",NA,"Buffalo","NY","Cruisy Area","Cruising Areas","checked",1986,"TRUE","NA, Buffalo, NY",42.92530645,-78.903305861114
"54","3862","Washington St. & Oak ","nr. Bus Depot (Hustlers) ",NA,"Buffalo","NY","Cruisy Area","Cruising Areas","checked",1986,"TRUE","NA, Buffalo, NY",42.92530645,-78.903305861114
"55","3863","Woodlawn Beach",NA,NA,"Buffalo","NY","Cruisy Area,(AYOR)","Cruising Areas","checked",1986,"TRUE","NA, Buffalo, NY",42.92530645,-78.903305861114
"56","3864","'Rest Stop' ","on I-87 N., bet. exits 9 & 10",NA,"Clifton Park","NY","Cruisy Area","Cruising Areas","checked",1986,"TRUE","NA, Clifton Park, NY",55.5328585,-2.3752359
"57","3865","Adult Book Store",NA,NA,"Corning","NY",NA,"Book Store,Erotic Shop","checked",1986,"FALSE","NA, Corning, NY",42.7081992,-77.7107267
"58","3866","'Rest Stop' ","on I-684 N. nr. Putnam-Winchester County line",NA,"Crofton Falls","NY","Cruisy Area","Cruising Areas","checked",1986,"TRUE","NA, Crofton Falls, NY",NA,NA
"59","3867","Starz","(Disco) ","836 Grand Blvd. ","Deer Park","NY","(S),(D),(*)","Bars/Clubs",NA,1986,"FALSE","836 Grand Blvd. , Deer Park, NY",40.7614948432298,-73.3085226114148
"60","3868","Thunders ","(Disco) (Some L) ","2090 Jericho Tpke. ","E. Northport","NY","(D),(L),(S),(*)","Bars/Clubs",NA,1986,"FALSE","2090 Jericho Tpke. , E. Northport, NY",NA,NA
"61","3869","Adult Book Store",NA,"121 Lake St.","Elmira","NY",NA,"Book Store,Erotic Shop",NA,1986,"FALSE","121 Lake St., Elmira, NY",42.0889751,-76.8014931
"62","3870","Adult Toy Land",NA,"123 Lake St.","Elmira","NY",NA,"Erotic Shop",NA,1986,"FALSE","123 Lake St., Elmira, NY",42.0890307,-76.8015077
"63","3871","Mary's ","(Sleazy) ","112 Lake St. ","Elmira","NY","(L),(RT)","Bars/Clubs",NA,1986,"FALSE","112 Lake St. , Elmira, NY",42.0888427,-76.8009752
"64","3872","The David",NA,"511 Railroad Ave. ","Elmira","NY","(YC),(D),(*)","Bars/Clubs",NA,1986,"FALSE","511 Railroad Ave. , Elmira, NY",42.09380645,-76.8090140151157
"65","3873","Ahsea Guest House","(516) KY7-6230 ","P.O. Box 128, Cherry Grove 11782","Fire Island","NY","(H)","Hotel","checked",1986,"FALSE","P.O. Box 128, Cherry Grove 11782, Fire Island, NY",NA,NA
"66","3874","Amelia's ","(Snacks) (Cherry Grove) ",NA,"Fire Island","NY","(R)","Restaurant","checked",1986,"FALSE","NA, Fire Island, NY",40.6475997,-73.1459474
"67","3875","Beach Hotel ","(516) 597-6600 Cherry Grove",NA,"Fire Island","NY","(H)","Hotel","checked",1986,"FALSE","NA, Fire Island, NY",40.6475997,-73.1459474
"68","3876","Belvedere Hotel ","(516) 597-6448 Cherry Grove",NA,"Fire Island","NY","(H)","Hotel","checked",1986,"FALSE","NA, Fire Island, NY",40.6475997,-73.1459474
"69","3877","Blue Whale Bar","(Disco T-D 4:30-7:30*) Boatel Motel",NA,"Fire Island","NY","(*)","Bars/Clubs","checked",1986,"FALSE","NA, Fire Island, NY",40.6475997,-73.1459474
"70","3878","Boatel Motel ","(H-Scruffy) The Pines (516) 597-6500",NA,"Fire Island","NY","(H)","Hotel","checked",1986,"FALSE","NA, Fire Island, NY",40.6475997,-73.1459474
"71","3879","Buck 'n' Beau Bed & Board","(Reservations req.) (The Pines) (516) 597-6833 or (212) 243-1468","161 Ocean Walk","Fire Island","NY","(H),(R)","Hotel,Restaurant",NA,1986,"FALSE","161 Ocean Walk, Fire Island, NY",40.663286,-73.072167
"72","3880","Carousel Guest House","(516) 597-6612","P.O. Box #1, Cherry Grove 11782","Fire Island","NY","(H)","Hotel","checked",1986,"FALSE","P.O. Box #1, Cherry Grove 11782, Fire Island, NY",NA,NA
"73","3881","Cherry Grove Inn","Cherry Grove (516) 597-6162",NA,"Fire Island","NY","(H)","Hotel","checked",1986,"FALSE","NA, Fire Island, NY",40.6475997,-73.1459474
"74","3882","Crew's Quarters ","(Some OC) (Cruisy) (4pm-4am) The Pines","36 Fire Island Blvd.","Fire Island","NY","(OC),(*)","Bars/Clubs,Cruising Areas",NA,1986,"TRUE","36 Fire Island Blvd., Fire Island, NY",40.6653711,-73.0698306
"75","3883","Dune Point ","(Apts) (The Grove) (516) 597-6261","Box 78, Sayville 11782","Fire Island","NY","(H),(*)","Hotel","checked",1986,"FALSE","Box 78, Sayville 11782, Fire Island, NY",NA,NA
"76","3884","Ice Palace ","(Disco) (Some L, M) (WE*) Cherry Grove",NA,"Fire Island","NY","(D),(S),(L),(M),(WE),(*)","Bars/Clubs","checked",1986,"FALSE","NA, Fire Island, NY",40.6475997,-73.1459474
"77","3885","Monster","(Disco) Cherry Grove",NA,"Fire Island","NY","(YC),(D),(R),(*)","Restaurant,Bars/Clubs","checked",1986,"FALSE","NA, Fire Island, NY",40.6475997,-73.1459474
"78","3886","Pine Pavillion ","(Disco) ",NA,"Fire Island","NY","(*),(D),(R)","Bars/Clubs,Restaurant","checked",1986,"FALSE","NA, Fire Island, NY",40.6475997,-73.1459474
"79","3887","Top of the Bay","Cherry Grove",NA,"Fire Island","NY","(R),(OC),(*)","Restaurant","checked",1986,"FALSE","NA, Fire Island, NY",40.6475997,-73.1459474
"80","3888","New Lining ","(Disco) (Some L) (WE*) ","175 Cherry Lane","Floral Park","NY","(D),(S),(L),(WE),(*)","Bars/Clubs",NA,1986,"FALSE","175 Cherry Lane, Floral Park, NY",NA,NA
"81","3889","Lazy Creek Ranch ","Off Rte. 11",NA,"Hermon","NY","(H)","Hotel","checked",1986,"FALSE","NA, Hermon, NY",32.2349311,35.3316413
"82","3890","Prime Time","(Disco) (Cl. Mon. & Tues.) (WE*) Rt. 9W, 3 mi. N. of Mid-Hudson Bridge",NA,"Highland","NY","(D),(WE),(*)","Bars/Clubs","checked",1986,"FALSE","NA, Highland, NY",57.3362302,-4.479799
"83","3891","Connection ","(Publication) ","P.O. Box 601, Huntington 11743","Huntington","NY",NA,"Publication","checked",1986,"FALSE","P.O. Box 601, Huntington 11743, Huntington, NY",NA,NA
"84","3892","Womankind Book, Inc. ",NA,"10 W. Carver St. ","Huntington","NY",NA,"Book Store",NA,1986,"FALSE","10 W. Carver St. , Huntington, NY",40.8689102610693,-73.4299074952939
"85","3893","Cheeks ","(Disco) ","2000 Long Beach Rd. ","Island Park","NY","(D),(V),(*)","Bars/Clubs,Theatre",NA,1986,"FALSE","2000 Long Beach Rd. , Island Park, NY",40.615956,-73.6432044223916
"86","3894","Common Ground ","(Disco) ","132 W. State St. ","Ithaca","NY","(*),(YC),(D),(E)","Bars/Clubs",NA,1986,"FALSE","132 W. State St. , Ithaca, NY",42.43972,-76.5003244
"87","3895","East Hills Depot","(Very M, YC) ","1876 Judd Falls Rd. ","Ithaca","NY","(M),(YC),(R)","Restaurant",NA,1986,"FALSE","1876 Judd Falls Rd. , Ithaca, NY",42.444651,-76.4694585
"88","3896","Cornell U. ","Willard Straight Hall (1st floor & downstairs) ",NA,"Ithaca","NY","Cruisy Area","Cruising Areas","checked",1986,"TRUE","NA, Ithaca, NY",42.4396039,-76.4968019
"89","3897","Cornell U. ","Olin Library T-Rooms",NA,"Ithaca","NY","Cruisy Area","Cruising Areas","checked",1986,"TRUE","NA, Ithaca, NY",42.4396039,-76.4968019
"90","3898","Stewart Park","T-Rooms W. of Pavilion ",NA,"Ithaca","NY","Cruisy Area","Cruising Areas","checked",1986,"TRUE","NA, Ithaca, NY",42.4396039,-76.4968019
"91","3899","15 E. 5th","('R&R') (Disco) (Some L) ","15 E. 5th","Jamestown","NY","(R),(D),(L)","Restaurant,Bars/Clubs",NA,1986,"FALSE","15 E. 5th, Jamestown, NY",NA,NA
"92","3900","Knight's Spot","(Some L, YC) (WE*) ","201 Windsor","Jamestown","NY","(L),(YC),(D),(WE),(*)","Bars/Clubs",NA,1986,"FALSE","201 Windsor, Jamestown, NY",NA,NA
"93","3901","Mother's ",NA,"100 Harrison","Jamestown","NY","(M)","Bars/Clubs",NA,1986,"FALSE","100 Harrison, Jamestown, NY",42.093622,-79.235306629064
"94","3902","Chautiaqua Mall",NA,NA,"Jamestown","NY","Cruisy Area","Cruising Areas","checked",1986,"TRUE","NA, Jamestown, NY",42.135356,-79.360012
"95","3903","Mr. Chip","2 mi. S. of Lake George Village on Rt. 9, betw. Northway exits 20 & 21",NA,"Lake George","NY","(D),(*)","Bars/Clubs","checked",1986,"FALSE","NA, Lake George, NY",43.425996,-73.712425
"96","3904","Area behind Mr. Chips",NA,NA,"Lake George","NY","Cruisy Area","Cruising Areas","checked",1986,"TRUE","NA, Lake George, NY",43.425996,-73.712425
"97","3905","'Rest Stop' ","on I-87 nr. exit 28",NA,"Lake George","NY","Cruisy Area","Cruising Areas","checked",1986,"TRUE","NA, Lake George, NY",43.425996,-73.712425
"98","3906","Artists Cafe",NA,"1 Main St.","Lake Placid","NY","(M),(R)","Restaurant",NA,1986,"FALSE","1 Main St., Lake Placid, NY",44.291547,-73.984917
"99","3907","Mud Puddles","(Disco) ","3 School St.","Lake Placid","NY","(M),(YC),(D),(*)","Bars/Clubs",NA,1986,"FALSE","3 School St., Lake Placid, NY",44.2817018930036,-73.9828104993164
"100","3908","Copperas Pond ","Trail starts 5 mi. N.E. of jct. of Rts. 86 & 73, off Hwy. 86 (East side) 'BA' woods & ponds",NA,"Lake Placid","NY","Cruisy Area,(*)","Cruising Areas","checked",1986,"TRUE","NA, Lake Placid, NY",44.279621,-73.979874
"101","3909","Kiss",NA,"60 Lake Shore Rd.","Lake Ronkonkoma","NY","(L)","Bars/Clubs",NA,1986,"FALSE","60 Lake Shore Rd., Lake Ronkonkoma, NY",40.8216987,-73.1181916
"102","3910","Adult Book Store",NA,NA,"Middletown","NY",NA,"Book Store,Erotic Shop","checked",1986,"FALSE","NA, Middletown, NY",40.8397222,-73.8316667
"103","3911","The Rose","(Disco) (Cl. Mon.) (L-Tue., Men-Wed.) ","170 Silverlake Rd.","Middletown","NY","(D),(L)","Bars/Clubs",NA,1986,"FALSE","170 Silverlake Rd., Middletown, NY",NA,NA
"104","3912","Rumors",NA,"480 Main St.","New Rochelle","NY","(L),(S),(PT)","Bars/Clubs",NA,1986,"FALSE","480 Main St., New Rochelle, NY",40.9092271,-73.7806567
"105","3913","Zipperz","(Disco) ","480 Main St. ","New Rochelle","NY","(YC),(D),(*)","Bars/Clubs",NA,1986,"FALSE","480 Main St. , New Rochelle, NY",40.9092271,-73.7806567
"106","3914","A Different Light","(Books) ","548 Hudson St.","New York","NY",NA,"Book Store",NA,1986,"FALSE","548 Hudson St., New York, NY",43.6005583,-73.9572372
"107","3915","Alex in Wonderland","(Disco) ","28 10th Ave.","New York","NY","(D),(*)","Bars/Clubs",NA,1986,"FALSE","28 10th Ave., New York, NY",40.8406998,-73.4228179883473
"108","3916","Anvil ","(Disco) ","500 W. 14th Ave.","New York","NY","(P),(D),(RT),(AYOR),(F&S)","Bars/Clubs",NA,1986,"FALSE","500 W. 14th Ave., New York, NY",40.7862898,-73.8364079
"109","3917","Ass Trick","(Downstairs at Alex) ","30 10th Ave. ","New York","NY","(SM)","Bars/Clubs",NA,1986,"FALSE","30 10th Ave. , New York, NY",40.70873375,-73.44843285
"110","3918","Badlands ","(Some W, SM) ","388 West St. ","New York","NY","(W),(SM)","Bars/Clubs",NA,1986,"FALSE","388 West St. , New York, NY",40.9866515026606,-73.7383801200834
"111","3919","Barbary Coast ","(Fun neighborhood bar) ","64 7th Ave. ","New York","NY",NA,"Bars/Clubs",NA,1986,"FALSE","64 7th Ave. , New York, NY",40.67558805,-73.9750010348866
"112","3920","Big Dish",NA,"282 W. 12th St.","New York","NY","(R)","Restaurant",NA,1986,"FALSE","282 W. 12th St., New York, NY",42.1256765,-76.8350754447993
"113","3921","Big Wok","(Chinese R) ","753 Washington St.","New York","NY","(M),(R),(*)","Restaurant",NA,1986,"FALSE","753 Washington St., New York, NY",43.1760258,-77.8574204
"114","3922","Billy's ",NA,"232 8th Ave.","New York","NY",NA,"Bars/Clubs",NA,1986,"FALSE","232 8th Ave., New York, NY",40.744378,-73.9988791
"115","3923","Blue Fox",NA,"131 8th Ave.","New York","NY","(R),(*)","Restaurant",NA,1986,"FALSE","131 8th Ave., New York, NY",40.8504,-73.6410510879773
"116","3924","Boots & Saddle","(Some W, SM) ","76 Christopher St.","New York","NY","(W),(SM),(*)","Bars/Clubs",NA,1986,"FALSE","76 Christopher St., New York, NY",40.7334504,-74.0033823
"117","3925","Boybar",NA,"15 1/2 St. Marks Pl.","New York","NY",NA,"Bars/Clubs",NA,1986,"FALSE","15 1/2 St. Marks Pl., New York, NY",40.6817961,-73.9798735
"118","3926","Cafe Society ","(Discobar) ","43 E. 20th St.","New York","NY",NA,"Bars/Clubs",NA,1986,"FALSE","43 E. 20th St., New York, NY",40.73883355,-73.9884333400972
"119","3927","Carr's ",NA,"204 W. 10th St.","New York","NY","(OC)","Bars/Clubs",NA,1986,"FALSE","204 W. 10th St., New York, NY",40.7340183333333,-74.0039566666667
"120","3928","Casa Paco ","(Mexican R) ","330 Bleecker St. ","New York","NY","(M),(R)","Restaurant",NA,1986,"FALSE","330 Bleecker St. , New York, NY",40.7335734,-74.0045528
"121","3929","Centre Bar",NA,"29 St. Mark's Pl. ","New York","NY",NA,"Bars/Clubs",NA,1986,"FALSE","29 St. Mark's Pl. , New York, NY",40.72904305,-73.988314799689
"122","3930","Chelsea Big Wok","(Chinese) ","207 10th Ave.","New York","NY","(M),(R)","Restaurant",NA,1986,"FALSE","207 10th Ave., New York, NY",40.87952605,-73.328888769103
"123","3931","Christopher St. Book Shop",NA,"500 Hudson St. ","New York","NY","(*),(F&S)","Book Store",NA,1986,"FALSE","500 Hudson St. , New York, NY",43.0291573,-76.1597504
"124","3932","Christopher's ",NA,"115 Christopher St.","New York","NY","(E),(R)","Restaurant",NA,1986,"FALSE","115 Christopher St., New York, NY",40.73338925,-74.0054308729632
"125","3933","Clyde's ",NA,"240 Bleecker ","New York","NY","(R)","Restaurant",NA,1986,"FALSE","240 Bleecker , New York, NY",43.157286,-74.3832389315336
"126","3934","Cubby Hole ",NA,"438 Hudson","New York","NY","(L)","Bars/Clubs",NA,1986,"FALSE","438 Hudson, New York, NY",42.2278114,-73.7489006
"127","3935","Daddy's ","(Sun. brunch) ","3rd Ave. ","New York","NY",NA,"Bars/Clubs",NA,1986,"FALSE","3rd Ave. , New York, NY",40.7339789,-73.9866821
"128","3936","Dignity ","(Church) (212) 869-3050",NA,"New York","NY",NA,"Religious Institutions","checked",1986,"FALSE","NA, New York, NY",40.6432866,-73.7949275
"129","3937","Duplex ","(Cabaret) ","55 Grove St.","New York","NY","(E),(*)","Bars/Clubs",NA,1986,"FALSE","55 Grove St., New York, NY",42.9493443,-78.883137
"130","3938","Eagle's Nest ",NA,"21st St. ","New York","NY","(SM),(*)","Bars/Clubs",NA,1986,"FALSE","21st St. , New York, NY",40.744065,-73.949724
"131","3939","Fedora's ",NA,"239 W. 4th St.","New York","NY","(M),(R)","Restaurant",NA,1986,"FALSE","239 W. 4th St., New York, NY",40.73453425,-74.0028658277865
"132","3940","Five Oaks",NA,"49 Grove St.","New York","NY","(M),(R),(E)","Restaurant",NA,1986,"FALSE","49 Grove St., New York, NY",40.691636,-73.9225374
"133","3941","Gay Switchboard","(212) 777-1800",NA,"New York","NY",NA,"Hotline","checked",1986,"FALSE","NA, New York, NY",40.6432866,-73.7949275
"134","3942","Gayellow Pages","(Publication) ","P.O. Box 292, Village Stn., N.Y.C. 10014","New York","NY",NA,"Publication","checked",1986,"FALSE","P.O. Box 292, Village Stn., N.Y.C. 10014, New York, NY",NA,NA
"135","3943","Golden Boy","(Models) ","(212) 580-9050","New York","NY",NA,"Escort Service","checked",1986,"FALSE","(212) 580-9050, New York, NY",43.0139229616341,-74.9479736477491
"136","3944","Incentra Village House","(Guest house) ","32 8th Ave.","New York","NY","(*),(H)","Hotel",NA,1986,"FALSE","32 8th Ave., New York, NY",40.67464155,-73.9724528
"137","3945","Inner Circle ","(Cabaret) ","13 Jane St.","New York","NY",NA,"Bars/Clubs",NA,1986,"FALSE","13 Jane St., New York, NY",42.0770034,-73.9528663
"138","3946","J's ","(Some W, SM) ","675 Hudson St.","New York","NY","(W),(SM),(F&S)","Bars/Clubs",NA,1986,"FALSE","675 Hudson St., New York, NY",40.7402557,-74.0055355
"139","3947","Jan Wallman's ",NA,"28 Cornelia St. ","New York","NY","(R),(E)","Restaurant",NA,1986,"FALSE","28 Cornelia St. , New York, NY",40.7312573,-74.0023883
"140","3948","Jeanne's Patio ",NA,"39 Greenwich ","New York","NY","(R)","Restaurant",NA,1986,"FALSE","39 Greenwich , New York, NY",43.1113451,-73.568347
"141","3949","Jewel Theatre",NA,"100 3rd Ave. ","New York","NY",NA,"Theatre",NA,1986,"FALSE","100 3rd Ave. , New York, NY",42.707666,-73.7115123
"142","3950","Julius ","(Snacks, cruisy days) ","159 W. 10th St.","New York","NY","(*)","Bars/Clubs,Cruising Areas",NA,1986,"TRUE","159 W. 10th St., New York, NY",40.7345357,-74.00163
