ID2,title,description,amenityfeatures,streetaddress,type,city,state,unclear_address,Year,unclear type or question,notes,Last Modified
695,Morro Rock ,along Embarcadero to southern boat launch (Late),Cruisy Area,,Cruising Areas,Morro Bay,CA,checked,1989,,,6/8/2022 12:52pm
696,PG&E plant,Dunes behind,"Cruisy Area,(WE)",,Cruising Areas,Morro Bay,CA,checked,1989,,,6/8/2022 12:52pm
697,Daybreak ,(Disco) ,"(L),(PT)",1711 W. El Camino Real,Bars/Clubs,Mountain View,CA,,1989,,,6/8/2022 12:52pm
698,Willow,(L only),"(P),(H),(L)",6517 Dry Creek Rd.,Bars/Clubs,Napa,CA,,1989,,,1/3/2023 9:57pm
699,Friar Tucks,,"(M),(R)",111 N. Pine St.,Restaurant,Nevada City,CA,,1989,,,6/8/2022 12:52pm
700,The Jacks ,,"(M),(R)",101 Broad St.,Restaurant,Nevada City,CA,,1989,,,6/8/2022 12:52pm
701,Victorian Pantry,,"(M),(R)",308 1/2 Broad St.,Restaurant,Nevada City,CA,,1989,,,6/8/2022 12:52pm
702,Adventure Center Travel,654-8411,(IGTA),,Travel Agency,Oakland,CA,checked,1989,,,6/8/2022 12:52pm
703,Avis James Corp.,248-0446,(IGTA),,Travel Agency,Oakland,CA,checked,1989,,,6/8/2022 12:52pm
704,Bella Napoli ,(Some L) ,"(B),(L),(PT),(D)",2330 Telegraph,Bars/Clubs,Oakland,CA,,1989,,,6/8/2022 12:52pm
705,Bench & Bar,(Disco) (Cruisy),"(YC),(*)",120 11th St.,"Bars/Clubs,Cruising Areas",Oakland,CA,,1989,,,6/8/2022 12:59pm
706,Cable's Reef,(Disco),"(B),(*)",2272 Telegraph,Bars/Clubs,Oakland,CA,,1989,,,6/8/2022 12:52pm
707,Club Baths of East Bay,,"(B),(OC)",2544 73rd Ave.,Bathhouses,Oakland,CA,,1989,,,6/8/2022 12:52pm
708,Hollywood Books,,(M),5686 Telegraph ,Book Store,Oakland,CA,,1989,,,6/8/2022 12:52pm
709,Lake Lounge,(Some W) (Open days) ,(W),1591 Madison,Bars/Clubs,Oakland,CA,,1989,,,6/8/2022 12:52pm
710,M.C.C. of East Bay,,(MCC),4986 Fairfax Ave.,Religious Institution,Oakland,CA,,1989,,,1/3/2023 9:57pm
711,Ollie's ,,"(R),(L),(D),(PT),(*)",4130 Telegraph,Restaurant,Oakland,CA,,1989,,,1/3/2023 9:57pm
712,Paradise Bar & Grill,(Sun br.) ,(R),135 12th St.,Restaurant,Oakland,CA,,1989,,at Madison,6/8/2022 12:52pm
713,Revol ,,"(R),(WE)",3924 Telegraph,Restaurant,Oakland,CA,,1989,,,6/8/2022 12:52pm
714,Town & Country,,"(R),(E)",2022 Telegraph,Restaurant,Oakland,CA,,1989,,,6/8/2022 12:52pm
715,Travel by Design,653-6668,(IGTA),,Travel Agency,Oakland,CA,checked,1989,,,6/8/2022 12:52pm
716,White Horse,(Game room),"(*),(YC),(D),(PT)",6551 Telegraph,Bars/Clubs,Oakland,CA,,1989,,,6/8/2022 12:52pm
717,Lake Merritt,(Avoid nights),"Cruisy Area,(AYOR)",,Cruising Areas,Oakland,CA,checked,1989,,,6/8/2022 12:52pm
718,Capri,,"(PT),(*)",207 N. Tremont,Bars/Clubs,Oceanside,CA,,1989,,,6/8/2022 12:52pm
719,Fun House,"(Books, etc.)",,208 N. Tremont,Book Store,Oceanside,CA,,1989,,,6/8/2022 12:52pm
720,'Rest Stops',"on I-5, 7 mi. N. - both sides, bushes after dark",Cruisy Area,,Cruising Areas,Oceanside,CA,checked,1989,,,6/8/2022 12:52pm
721,Beach ,from pier S. ,"Cruisy Area,(AYOR)",,Cruising Areas,Oceanside,CA,checked,1989,,,6/8/2022 12:52pm
722,Hitch-hikers,on Hill St.,Cruisy Area,,Cruising Areas,Oceanside,CA,checked,1989,,,6/8/2022 12:52pm
723,Oceanside Transit Center,,Cruisy Area,,Cruising Areas,Oceanside,CA,checked,1989,,,6/8/2022 12:52pm
724,Stairs ,S. of Pier,Cruisy Area,,Cruising Areas,Oceanside,CA,checked,1989,,,6/8/2022 12:52pm
725,Union 76 ,truck stop I-10 opp. Ontario Speedway,Cruisy Area,,Cruising Areas,Ontario,CA,checked,1989,,,6/8/2022 12:52pm
726,Mr. K's Book Store,(Cruisy) (24 hours),Cruisy Area,603 Hueneme Rd.,"Book Store,Cruising Areas",Oxnard,CA,checked,1989,,,11/15/2022 2:36pm
727,Esplanade Shopping Center,,Cruisy Area,,Cruising Areas,Oxnard,CA,checked,1989,,,6/8/2022 12:52pm
728,Oxnard Marina ,nr. Coast Guard Stn.,Cruisy Area,,Cruising Areas,Oxnard,CA,checked,1989,,,6/8/2022 12:52pm
729,Alexander Resort Hotel,(619) 327-6911,"(*),(H)",598 Grenfel Rd.,Hotel,Palm Springs,CA,,1989,,,6/8/2022 12:52pm
730,Atrium,(619) 322-2404,"(*),(H)",981 Camino Parocela,Hotel,Palm Springs,CA,,1989,,,6/8/2022 12:52pm
731,Baccarat Lounge,,"(M),(E)",109 S. Palm Canyon Dr.,Bars/Clubs,Palm Springs,CA,,1989,,,6/8/2022 12:52pm
732,Billy Reed's ,,"(M),(R)",1800 N. Palm Canyon Dr.,Restaurant,Palm Springs,CA,,1989,,,6/8/2022 12:52pm
733,Blondie's Books,,,"45-054 Larkspur, Palm Desert",Book Store,Palm Springs,CA,,1989,,,6/8/2022 12:52pm
734,Breakaway Inn,(619) 325-6410,"(*),(H)",260 Chuckwalla,Hotel,Palm Springs,CA,,1989,,,6/8/2022 12:52pm
735,Brussels Cafe',,"(M),(R)",109 S. Palm Canyon Dr.,Restaurant,Palm Springs,CA,,1989,,,6/8/2022 12:52pm
736,C.C. Construction Co.,(Disco) (Levi) (Patio),"(*),(W),(YC)",68-449 Perez Rd.,Bars/Clubs,Cathedral City,CA,,1989,,(Cat City),6/8/2022 12:52pm
737,Carriage Trade,(Cruisy) ,"(*),(R),(OC)",68-599 Hwy 111,"Cruising Areas,Restaurant",Cathedral City,CA,,1989,,,1/18/2023 10:01am
738,Cattails,,"(R),(PE),(*)",68-369 Hwy 111,Restaurant,Cathedral City,CA,,1989,,,6/8/2022 12:52pm
739,Club Palm Springs,(Spa),"(CBC),(*)",68-449 Perez Rd.,Bathhouses,Cathedral City,CA,,1989,,,6/8/2022 12:52pm
740,Continental Resort,(619) 325-7879,"(*),(H),(IGTA)",1380 N. Indian Ave.,Hotel,Palm Springs,CA,,1989,,,1/3/2023 9:57pm
741,Country Inn,(619) 325-8991,(B&B),287 W. Raquet Club Dr.,Hotel,Palm Springs,CA,,1989,,,1/3/2023 9:57pm
742,Cuddles II,,"(D),(L),(E),(*)",68-657 Hwy 111,Bars/Clubs,Cathedral City,CA,,1989,,,6/8/2022 12:52pm
743,Daddy Warbucks,(Disco) (Sun: whipped-cream wrestlers!),"(*),(YC),(S),(E)",68-981 Hwy 111,Bars/Clubs,Cathedral City,CA,,1989,,,6/8/2022 12:52pm
744,Desert Business Assn.,,(IGTA),"P.O. Box 773, P.S. 92263",Travel Agency,Palm Springs,CA,checked,1989,,,6/8/2022 12:52pm
745,Desert Palms Inn,"(Full service resort) (619) 324-5100, 1 blk E. of Golf Club Dr.","(*),(H)",67-580 Hwy 111,Hotel,Cathedral City,CA,,1989,,,6/8/2022 12:52pm
746,Desert Women's Association,(619) 324-9889,,,Community Center/Support Group,Palm Springs,CA,checked,1989,,,1/3/2023 9:58pm
747,El Mirasol Villas,(619)327-5913,"(*),(H),(PE)",525 Warm Sands Dr.,Hotel,Palm Springs,CA,,1989,,,6/8/2022 12:52pm
748,Elephant Walk Hotel,(619) 325-7191,"(*),(H),(IGTA)",2395 N. Indian Ave.,"Travel Agency,Hotel",Palm Springs,CA,,1989,,,1/18/2023 9:28am
749,Gloria's,(Piano bar) ,"(*),(R),(OC)",1973 N. Palm Canyon Dr.,Restaurant,Palm Springs,CA,,1989,,,6/8/2022 12:52pm
750,Hacienda En Sueno ,(2 pools) (619) 327-8111,"(*),(P),(H),(IGTA)",586 Warm Sands Dr.,Hotel,Palm Springs,CA,,1989,,,1/3/2023 9:58pm
751,Harlow Haven,(619) 323-3977,"(H),(*),(B&B)",175 E. El Alameda,Hotel,Palm Springs,CA,,1989,,,6/8/2022 12:52pm
752,Hidden Joy Book Shop,,,68424 Commercial,Book Store,Cathedral City,CA,,1989,,,6/8/2022 12:52pm
753,Hideaway Resort,(619)346-4720,"(*),(H)",71-472 San Jacinto,Hotel,Rancho Mirage,CA,,1989,,,6/8/2022 12:52pm
754,Hotel Versailles,(Nice sights!) (619) 320-2888,"(IGTA),(*),(H)",288 Camino Monte Vista,Hotel,Palm Springs,CA,,1989,,,1/3/2023 9:57pm
755,House of Sensu,(Japanese-R),"(M),(R),(*)",169-A Palm Canyon Dr.,Restaurant,Palm Springs,CA,,1989,,,6/8/2022 12:52pm
756,Las Palmas Travel,,(IGTA),403 N. Palm Canyon Dr.,Travel Agency,Palm Springs,CA,,1989,,,6/8/2022 12:52pm
757,Maria's ,(Italian-R),"(M),(R)",67-778 Hwy 111,Restaurant,Palm Springs,CA,,1989,,,6/8/2022 12:52pm
758,Monkey Tree,,"(M),(H)",2388 E. Raquet Club Rd.,Hotel,Palm Springs,CA,,1989,,,6/8/2022 12:52pm
759,Omega Literary Magazine,(Publication) (619)323-0552,,,Publication,Palm Springs,CA,checked,1989,,,6/8/2022 12:52pm
760,Palm Springs Canyon Inn,(619) 327-9880,(H),1466 N. Palm Canyon Dr.,Hotel,Palm Springs,CA,,1989,,,6/8/2022 12:52pm
761,Paoli's Pizzaria & Pasta House,(Italian-R),"(M),(R)",68-977 Hwy 111,Restaurant,Cathedral City,CA,,1989,,,6/8/2022 12:52pm
762,Portfolio Investments,,(IGTA),"P.O. Box 9093, 92263",Travel Agency,Palm Springs,CA,checked,1989,,,6/8/2022 12:52pm
763,'R' Mens Wear,(Clothing),,333 N. Palm Canyon Dr.,Business,Palm Springs,CA,,1989,,,6/8/2022 12:52pm
764,Rancho Mirage Travel,,(IGTA),"71321 Hwy 111, Suite 3",Travel Agency,Palm Springs,CA,,1989,,,6/8/2022 12:52pm
765,Razors Edge,(Hairstylist),,73-981 1/2 Hwy 111,Business,Palm Springs,CA,,1989,,,6/8/2022 12:52pm
766,Rhinoceros Cafe,,"(R),(*)",,Restaurant,Palm Springs,CA,checked,1989,,at the Desert Palms,6/8/2022 12:52pm
767,Rocks,(Disco) (Patio) (Sun-T),"(*),(YC),(R)",67-901 Hwy 111,"Bars/Clubs,Restaurant",Cathedral City,CA,,1989,,,1/18/2023 10:01am
768,Shame on the Moon,(Good pasta),"(R),(*)",68-085 Hwy 111,Restaurant,Cathedral City,CA,,1989,,,6/8/2022 12:52pm
769,Silver Sands,(formerly Michael's Inn) (619) 322-2231,"(*),(H)",1530 N. Indian Ave.,Hotel,Palm Springs,CA,,1989,,,6/8/2022 12:52pm
770,Smoke Tree Villa,(L-only) (619) 323-2231,"(*),(H),(L)",1586 E. Palm Canyon Dr.,Hotel,Palm Springs,CA,,1989,,,6/8/2022 12:52pm
771,Star Magazine ,(Publication),,68-467 Hwy 111,Publication,Palm Springs,CA,,1989,,,6/8/2022 12:52pm
772,The Bottom Line,(Publication) (619) 323-0552,,,Publication,Palm Springs,CA,checked,1989,,,6/8/2022 12:52pm
773,The Little Bar,at the Desert Palms,(*),,Bars/Clubs,Palm Springs,CA,checked,1989,,,6/8/2022 12:52pm
774,The Villa,(619)322-2404,"(*),(H)",67-670 Carey Rd.,Hotel,Cathedral City,CA,,1989,,,6/8/2022 12:52pm
775,Vista Grande Villa,(Fun!) (619) 322-2404,"(*),(H)","574 Warm Sands Dr,",Hotel,Palm Springs,CA,,1989,,,6/8/2022 12:52pm
776,Whispering Palms,(619) 320-1300,(H),545 Warm Sands Dr.,Hotel,Palm Springs,CA,,1989,,,6/8/2022 12:52pm
777,Wild Goose,,"(M),(R),(*)",67-938 Hwy 111,Restaurant,Cathedral City,CA,,1989,,,6/8/2022 12:52pm
778,World Wide Book Store,,,68-300 Ramon Rd.,Book Store,Palm Springs,CA,,1989,,,6/8/2022 12:52pm
779,Gay & Lesbian Student Alliance ,(Stanford) (415) 723-1488,,,Organization,Palo Alto,CA,checked,1989,,,1/3/2023 9:58pm
780,Stacey's Bookstore,,,219 University Ave.,Book Store,Palo Alto,CA,,1989,,,6/8/2022 12:52pm
781,Vortex,(Disco) (Gay only one Sun. a month),"(M),(YC),(*)",260 California Ave.,Bars/Clubs,Palo Alto,CA,,1989,,,6/8/2022 12:52pm
782,Whisky Gulch Saloon,(Some YC),"(W),(YC)",1951 E. University Ave.,Bars/Clubs,Palo Alto,CA,,1989,,,6/8/2022 12:52pm
783,Stanford Shopping Mall,(Plenty of young bloomers!),Cruisy Area,,Cruising Areas,Palo Alto,CA,checked,1989,,,6/8/2022 12:52pm
784,Adult Bookstore,(Cruisy) (btw. Raymond and Fair Oaks),(F&S),,"Book Store,Cruising Areas",Pasadena,CA,checked,1989,,,6/8/2022 12:59pm
785,Boulevard ,(Madre exit off Foothill Fwy),"(E),(PT),(*)",3199 E. Foothill Blvd.,Bars/Clubs,Pasadena,CA,,1989,,,6/8/2022 12:52pm
786,Continental Burgers,,"(M),(R),(YC)",535 S. Lake Ave.,Restaurant,Pasadena,CA,,1989,,,6/8/2022 12:52pm
787,Incognito,,"(D),(PT)",203 N. Sierra Madre Blvd.,Bars/Clubs,Pasadena,CA,,1989,,,6/8/2022 12:52pm
788,Nardi's ,,"(M),(N)",665 E. Colorado Blvd.,Bars/Clubs,Pasadena,CA,,1989,,,6/8/2022 12:52pm
789,Vermie's,(Disco),"(L),(*)",3772 E. Foothill Blvd.,Bars/Clubs,Pasadena,CA,,1989,,,6/8/2022 12:52pm
790,Grant Park,,"Cruisy Area,(M),(AYOR)",,Cruising Areas,Pasadena,CA,checked,1989,,,6/8/2022 12:52pm
791,Raymond Ave. Park,,"Cruisy Area,(AYOR)",,Cruising Areas,Pasadena,CA,checked,1989,,,6/8/2022 12:52pm
792,Venus Adult Theater,,"Cruisy Area,(M),(F&S)",,Cruising Areas,Pasadena,CA,checked,1989,,,6/8/2022 12:52pm
793,City Park,nr. 7-11 Store,Cruisy Area,,Cruising Areas,Pismo Beach,CA,checked,1989,,,6/8/2022 12:52pm
794,Alibi East ,(Disco),"(PT),(*)",225 S. San Antonio ,Bars/Clubs,Pomona,CA,,1989,,,6/8/2022 12:52pm
795,Ball Club,(Organization) (For the 'ballsey' sort of guy) ,,"P.O. Box 1501, 91769",Organization,Pomona,CA,checked,1989,,,6/8/2022 12:52pm
796,Gents,(Disco) ,(PT),2380 N. Garey Ave.,Bars/Clubs,Pomona,CA,,1989,,,6/8/2022 12:52pm
797,Mad House,,(S),667 W. Holt,Bars/Clubs,Pomona,CA,,1989,,,6/8/2022 12:52pm
798,Mary's ,(Some L) ,"(R),(L)",1047 2nd St.,Restaurant,Pomona,CA,,1989,,,6/8/2022 12:52pm
799,Pleasure Spa,,(P),1284 S. Garey Ave.,Bathhouses,Pomona,CA,,1989,,,6/8/2022 12:52pm
800,Robbie's ,(Disco) ,"(L),(E),(*)",390 Pomona Mall East,Bars/Clubs,Pomona,CA,,1989,,,6/8/2022 12:52pm
801,Ganesha Park,,"Cruisy Area,(AYOR)",,Cruising Areas,Pomona,CA,checked,1989,,,6/8/2022 12:52pm
802,Garfield Park ,,"Cruisy Area,(AYOR)",,Cruising Areas,Pomona,CA,checked,1989,,,6/8/2022 12:52pm
803,Dog Island Park,(Days) ,Cruisy Area,,Cruising Areas,Red Bluff,CA,checked,1989,,,6/8/2022 12:52pm
804,Park along river,(Early evenings),Cruisy Area,,Cruising Areas,Red Bluff,CA,checked,1989,,,6/8/2022 12:52pm
805,Adult Book Store,,,2131 Hilltop Dr.,"Book Store,Erotic Shop",Redding,CA,,1989,,,7/19/2022 12:51pm
806,Clear Creek Rd.,'BA' beach- 4 mi. E. of old 99 (Summers),"Cruisy Area,(BA)",,Cruising Areas,Redding,CA,checked,1989,,,6/8/2022 12:52pm
807,Greyhound Bus Depot,,Cruisy Area,,Cruising Areas,Redding,CA,checked,1989,,,6/8/2022 12:52pm
808,Hilltop Dr. ,Adult Book Store parking lot opp. Shasta Inn,Cruisy Area,,"Cruising Areas,Book Store,Erotic Shop",Redding,CA,checked,1989,,,1/18/2023 9:40am
809,Hotel Redding,,Cruisy Area,,"Cruising Areas,Hotel",Redding,CA,checked,1989,,,1/18/2023 9:28am
810,Lake Redding Park,Boat ramp,Cruisy Area,,Cruising Areas,Redding,CA,checked,1989,,,6/8/2022 12:52pm
811,Dolphin ,,"(YC),(PT)",1995 Artesia,Bars/Clubs,Redondo Beach,CA,,1989,,,6/8/2022 12:52pm
812,J.R. Bryan's,(Some YC) ,"(*),(D),(PT),(YC)",2105 Artesia,Bars/Clubs,Redondo Beach,CA,,1989,,,6/8/2022 12:52pm
813,Alondra Park,,Cruisy Area,,Cruising Areas,Redondo Beach,CA,checked,1989,,,6/8/2022 12:52pm
814,Adult Book & Video Arcade,(Cruisy) ,(M),737 El Camino Real,"Cruising Areas,Erotic Shop,Book Store",Redwood City,CA,,1989,,,1/18/2023 9:42am
815,Calvary M.C.C.,(415) 368-0188,(MCC),,Religious Institution,Redwood City,CA,checked,1989,,,1/3/2023 9:58pm
816,Cruisers,,"(R),(D),(OC),(*)",2651 El Camino Real,"Restaurant,Bars/Clubs",Redwood City,CA,,1989,,,1/3/2023 9:58pm
817,Menagerie ,(Cruisy) ,"(V),(PT),(R),(*)",3581 University Ave.,"Restaurant,Cruising Areas",Riverside,CA,,1989,,,6/8/2022 1:00pm
818,Video Fantasies ,"(Books, films, etc.)",,5327 Mission Blvd.,"Erotic Shop,Book Store",Riverside,CA,,1989,,,1/18/2023 9:39am
819,'The Grove' ,S. end of Evans Lake,Cruisy Area,,Cruising Areas,Riverside,CA,checked,1989,,,6/8/2022 12:52pm
820,Fairmont Park ,,"Cruisy Area,(AYOR)",,Cruising Areas,Riverside,CA,checked,1989,,,6/8/2022 12:52pm
821,Greyhound Bus Depot ,,Cruisy Area,,Cruising Areas,Riverside,CA,checked,1989,,,6/8/2022 12:52pm
822,Tyler Mall ,nr. J.C. Penney's,Cruisy Area,,Cruising Areas,Riverside,CA,checked,1989,,,6/8/2022 12:52pm
823,U.C.R. ,P.Ed. Bldg.,Cruisy Area,,Cruising Areas,Riverside,CA,checked,1989,,,6/8/2022 12:52pm
824,Atlantis ,(Disco) (Pool Club),(*),16470 River Rd.,Bars/Clubs,Russian River,CA,,1989,,,6/8/2022 12:52pm
825,Bayou ,(Disco) ,"(*),(YC),(V)",17081 River Rd.,Bars/Clubs,Russian River,CA,,1989,,,6/8/2022 12:52pm
826,Blue Heron Inn,Off Hwy 116 ,"(M),(R)",,Restaurant,Duncan Mills,CA,checked,1989,,,6/8/2022 12:52pm
827,Bout Time,,"(M),(R)",16251 Main St.,Restaurant,Russian River,CA,,1989,,,6/8/2022 12:52pm
828,Burdon's,,"(R),(WE),(*)",15405 River Rd.,Restaurant,Russian River,CA,,1989,,,6/8/2022 12:52pm
829,Camelot Resort ,4th & Mill (707) 869-2538,"(H),(M)",,Hotel,Russian River,CA,checked,1989,,,6/8/2022 12:52pm
830,Coffee Bazaar ,,"(M),(R),(C)",14045 Armstrong Woods Rd.,Restaurant,Russian River,CA,,1989,,,6/8/2022 12:52pm
831,Estate ,(707) 869-9093,"(M),(B&B)",13555 Hwy 116,Bars/Clubs,Russian River,CA,,1989,,,1/3/2023 9:59pm
832,Ferngrove,,(H),16650 River Rd. ,Hotel,Russian River,CA,,1989,,,6/8/2022 12:52pm
833,Fireside Books,,,25191 Main St.,Book Store,Duncan Mills,CA,,1989,,,6/8/2022 12:52pm
834,Hiding Place,,(R),9605 Old River Rd.,Restaurant,Forestville,CA,,1989,,,6/8/2022 12:52pm
835,Highlands Resort,(Cabins & Camping) (707) 869-0333,"(*),(H),(PT),(IGTA)",14000 Woodland Dr.,Hotel,Russian River,CA,,1989,,,1/3/2023 9:59pm
836,Little Bavarian ,(German-R),"(M),(R),(*)",16632 River Rd.,Restaurant,Russian River,CA,,1989,,,6/8/2022 12:52pm
837,Molly Brown's Saloon,(Behind Centennial Assoc.),"(C&W),(D),(R),(*)",14120 Old Cazadero Rd.,Restaurant,Russian River,CA,,1989,,,1/3/2023 9:59pm
838,Mountain Lodge,(Hot tub) (707) 869-3722,"(*),(H)",16350 First St.,Hotel,Russian River,CA,,1989,,,6/8/2022 12:52pm
839,Paradise Cove,(707)869-2706,"(M),(H)",14711 Armstrong Woods Rd.,Hotel,Russian River,CA,,1989,,,6/8/2022 12:52pm
840,Rainbow Cattle Co. ,(Levi) (WE*),"(PT),(W),(WE),(*)",16220 Main St.,Bars/Clubs,Russian River,CA,,1989,,,6/8/2022 12:52pm
841,Riverbend Campground & Trailer Park ,(RV's) (Tents) (707) 887-7662,,11820 River Rd. ,Campground,Russian River,CA,,1989,,,6/8/2022 12:52pm
842,T.J.'s Beach Resort ,(Drug & alcohol free envir.),"(M),(H)",20300 Hwy 111,Hotel,Monte Rio,CA,,1989,,,6/8/2022 12:52pm
843,The Willows Guest House,(707) 869-3279,"(B&B),(*)",15905 River Rd.,Hotel,Russian River,CA,,1989,,,1/3/2023 9:59pm
844,This Month on the River,(Publication) ,,"P.O. Box 778, Monte Rio, 95462",Publication,Russian River,CA,checked,1989,,,6/8/2022 12:52pm
845,Village Inn,(707) 865-2304,"(M),(H),(R),(*)",20822 River Rd.,"Hotel,Restaurant",Monte Rio,CA,,1989,,,1/18/2023 10:01am
846,Wildwood Ranch ,(Resort) (Pool) (707) 632-5321,,"P.O. Box 78, Guerneville 95446",Hotel,Russian River,CA,checked,1989,,,6/8/2022 12:52pm
847,Woods Resort,(Rooms & Cabins) (Disco) (2 pools) (707) 869-0111,"(*),(E),(S),(R)",16881 Armstrong Woods Rd. ,"Hotel,Restaurant",Russian River,CA,,1989,,,1/18/2023 10:01am
848,'BA' beach,on Russian River at Wohler Bridge,Cruisy Area,,Cruising Areas,Russian River,CA,checked,1989,,,6/8/2022 12:52pm
849,Aladdin Travel ,,(IGTA),818 'K' St. Mall,Travel Agency,Sacramento,CA,,1989,,,6/8/2022 12:52pm
850,Beau's,(Twinkies) (Disco),(R),7042 Folsom St.,"Bars/Clubs,Restaurant",Sacramento,CA,,1989,,,1/18/2023 10:01am
851,Blue Moon,(Some L) (Lunch),"(L),(D),(PT)",2565 Franklin ,Bars/Clubs,Sacramento,CA,,1989,,at Broadway,6/8/2022 12:52pm
852,Buffalo ,(Levi) (Some L) ,"(W),(L)",1831 'S' St.,Bars/Clubs,Sacramento,CA,,1989,,,6/8/2022 12:52pm
853,Club Baths of Sacramento ,,"(IGHC),(WE),(*)",1537 Sacramento ,Bathhouses,Sacramento,CA,,1989,,,6/8/2022 12:52pm
854,Continental Motel ,(W. Sacto.) (916) 371-3660 (Pool),"(H),(*)",1432 W. Capitol Ave.,Hotel,Sacramento,CA,,1989,,,6/8/2022 12:52pm
855,Dignity ,"P.O. Box 161765, 95816",,,Religious Institution,Sacramento,CA,checked,1989,,,1/18/2023 9:51am
856,Faces ,(Disco),"(*),(YC)",2000 'K' St.,Bars/Clubs,Sacramento,CA,,1989,,,6/8/2022 12:52pm
857,Fancy's Adult Books & Things,(Cruisy) ,(P),2531 Broadway,"Book Store,Cruising Areas",Sacramento,CA,,1989,,,6/8/2022 1:00pm
858,Incredible Edible ,,"(R),(*)",1401 Alhambra Blvd.,Restaurant,Sacramento,CA,,1989,,,6/8/2022 12:52pm
859,Lioness Book Store,,(L),2224 'J' St. ,Book Store,Sacramento,CA,,1989,,,6/8/2022 12:52pm
860,M.C.C. ,,(MCC),2741 34th St. ,Religious Institution,Sacramento,CA,,1989,,,1/3/2023 9:59pm
861,Mercantile Saloon,(Some Hustlers) (WE*) ,"(OC),(WE),(*)",1928 'L' St. ,Bars/Clubs,Sacramento,CA,,1989,,at 20th,6/8/2022 12:52pm
862,Mom...Guess What,(Publication),,"1400 'B' St., Suite 100-B",Publication,Sacramento,CA,,1989,,,6/8/2022 12:52pm
863,Patler ,(Publication) ,,"P.O. Box 22402, 95822",Publication,Sacramento,CA,checked,1989,,,6/8/2022 12:52pm
864,Scandel's,at Beau's,,,Bars/Clubs,Sacramento,CA,checked,1989,,,6/8/2022 12:52pm
865,Take 2 ,(Disco) ,"(WE),(L)",2400 W. Capitol Ave.,Bars/Clubs,Sacramento,CA,,1989,,,6/8/2022 12:52pm
866,Wreck Room,(Levi) (WE*) ,"(SM),(W),(WE),(*)",2513 Broadway ,Bars/Clubs,Sacramento,CA,,1989,,,6/8/2022 12:52pm
867,'Lavender Heights' ,,Cruisy Area,,Cruising Areas,Sacramento,CA,checked,1989,,21st St. Btw. 'I' & 'S' Sts.,6/8/2022 12:52pm
868,Beach ,nr. end of N. 10th & Richards at jct. of American & Sacto. Rivers,Cruisy Area,,Cruising Areas,Sacramento,CA,checked,1989,,,6/8/2022 12:52pm
869,Cal. St. U.,English Bldg.  ,Cruisy Area,,Cruising Areas,Sacramento,CA,checked,1989,,,6/8/2022 12:52pm
870,Cal. St. U.,Humanities,Cruisy Area,,Cruising Areas,Sacramento,CA,checked,1989,,,6/8/2022 12:52pm
871,Del Paso Park ,,"Cruisy Area,(AYOR)",,Cruising Areas,Sacramento,CA,checked,1989,,,6/8/2022 12:52pm
872,Discovery Park,,Cruisy Area,,Cruising Areas,Sacramento,CA,checked,1989,,,6/8/2022 12:52pm
873,Fremont Park ,,Cruisy Area,,Cruising Areas,Sacramento,CA,checked,1989,,,6/8/2022 12:52pm
874,Miller Park ,nr. boat ramp,Cruisy Area,,Cruising Areas,Sacramento,CA,checked,1989,,,6/8/2022 12:52pm
875,Paradise Beach ,on American River,Cruisy Area,,Cruising Areas,Sacramento,CA,checked,1989,,,6/8/2022 12:52pm
876,Book Arcade ,,(M),235 Monterey St.,Book Store,Salinas,CA,,1989,,,6/8/2022 12:52pm
877,Golden Gate Book Store,(Cruisy) ,"Cruisy Area,(M)",905 E. Alisal ,"Cruising Areas,Book Store",Salinas,CA,checked,1989,,,1/18/2023 9:56am
878,L'Amour Shoppe,"(Books, etc.)",,323 E. Alisal ,Book Store,Salinas,CA,,1989,,,6/8/2022 12:52pm
879,The Bookstore,(Cruisy eves.*) ,(*),645 E. Alisal ,"Book Store,Cruising Areas",Salinas,CA,,1989,,,11/15/2022 2:41pm
880,Bearfacts Book Store,,,1434 E. Baseline,Book Store,San Bernardino,CA,,1989,,,6/8/2022 12:52pm
881,Grand Central ,(Disco) (Closed Mon.) ,"(*),(YC),(PT)",345 W. 7th St.,Bars/Clubs,San Bernardino,CA,,1989,,,6/8/2022 12:52pm
882,Skylark ,(Levi) (Cruisy) (Patio),"(*),(W),(D),(PT),(E)",917 Inland Center Dr.,"Bars/Clubs,Cruising Areas",San Bernardino,CA,,1989,,,11/15/2022 2:36pm
883,Stage Door,(Some L) ,"(PT),(E),(L)",26790 E. 5th St. ,Bars/Clubs,Highland,CA,,1989,,,6/8/2022 12:52pm
884,Cal. St. U.-S.B. ,Library (2nd floor),Cruisy Area,,Cruising Areas,San Bernardino,CA,checked,1989,,,6/8/2022 12:52pm
885,Central City Mall,,Cruisy Area,,Cruising Areas,San Bernardino,CA,checked,1989,,,6/8/2022 12:52pm
886,Texaco Truck Stop,"I-10, E. of I-15","Cruisy Area,(AYOR)",,Cruising Areas,San Bernardino,CA,checked,1989,,,6/8/2022 12:52pm
887,San Clemente Canyon,Off Hwy 82,Cruisy Area,,Cruising Areas,San Clemente,CA,checked,1989,,,6/8/2022 12:52pm
888,San Onofre Beach State Park ,'BA' area at N. end of Camp Pendleton,"Cruisy Area,(BA)",,Cruising Areas,San Clemente,CA,checked,1989,,,6/8/2022 12:52pm
